Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Rating color,Rating text
The Royal Peasant,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,"Athens, Athens",Bar Food,Dollar($),No,No,No,No,Green,Very Good
Transmetropolitan,Athens,"145 E Clayton St, Athens, GA 30601",Athens,"Athens, Athens","Italian, Pizza, Sandwich",Dollar($),No,No,No,No,Green,Very Good
Trappeze Pub,Athens,"269 N Hull St, Athens, GA 30601",Athens,"Athens, Athens","Burger, Bar Food",Dollar($),No,No,No,No,Green,Very Good
Viva! Argentine Cuisine,Athens,"247 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens","Desserts, Latin American, Argentine",Dollar($),No,No,No,No,Green,Very Good
Miyabi Kyoto Japanese Steak House,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,"Augusta, Augusta","Chinese, Steak",Dollar($),No,No,No,No,Dark Green,Excellent
Rae's Coastal Cafe,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,"Augusta, Augusta","American, Caribbean, Seafood",Dollar($),No,No,No,No,Dark Green,Excellent
The Bee's Knees,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,"Augusta, Augusta","International, Tapas, Vegetarian",Dollar($),No,No,No,No,Dark Green,Excellent
Boll Weevil Cafe,Augusta,"10 9th St, Augusta, GA 30901",Augusta,"Augusta, Augusta","Desserts, Sandwich, Southern",Dollar($),No,No,No,No,Yellow,Good
Farmhaus Burger,Augusta,"1204 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta","American, Burger",Dollar($),No,No,No,No,Yellow,Good
Manuel's Bread Cafe,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,"Augusta, Augusta","Breakfast, French",Dollar($),No,No,No,No,Yellow,Good
Sconyers Bar B Que,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,"Augusta, Augusta",BBQ,Dollar($),No,No,No,No,Yellow,Good
Frog Hollow Tavern,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,"Augusta, Augusta",American,Dollar($),No,No,No,No,Green,Very Good
Giuseppe's Pizza & Italian Specialities,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,"Augusta, Augusta","Desserts, Italian, Pizza",Dollar($),No,No,No,No,Green,Very Good
Mellow Mushroom,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta","Italian, Pizza, Sandwich",Dollar($),No,No,No,No,Green,Very Good
Nacho Mamas Burritos,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta",Mexican,Dollar($),No,No,No,No,Green,Very Good
Rhinehart's Oyster Bar,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta","Bar Food, Sandwich, Seafood",Dollar($),No,No,No,No,Green,Very Good
Takosushi,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,"Augusta, Augusta","Mexican, Southwestern, Sushi",Dollar($),No,No,No,No,Green,Very Good
The Chop House,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,"Augusta, Augusta",Steak,Dollar($),No,No,No,No,Green,Very Good
The Taj of India,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta",Indian,Dollar($),No,No,No,No,Green,Very Good
Augsburg Haus,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta",German,Dollar($),No,No,No,No,Yellow,Good
Pho Bac,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,"Evans, Augusta",Vietnamese,Dollar($),No,No,No,No,Green,Very Good
Rhinehart's Oyster Bar,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,"Evans, Augusta","Burger, Seafood",Dollar($),No,No,No,No,Green,Very Good
Thai Kitchen,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta",Thai,Dollar($),No,No,No,No,Green,Very Good
El Kiosco Mexican Restaurant,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,"Grovetown, Augusta",Mexican,Dollar($),No,No,No,No,Green,Very Good
Taste of Balingup,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,"Balingup, Balingup",Modern Australian,Dollar($),No,No,No,No,Orange,Average
Bridge Road Brewers,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth","Pizza, Bar Food",Dollar($),No,No,No,No,Dark Green,Excellent
Bardenay,Boise,"610 W Grove St, Boise, ID 83702",Boise,"Boise, Boise","American, Bar Food",Dollar($),No,No,No,No,Dark Green,Excellent
Flatbread Neapolitan Pizzeria,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,"Boise, Boise","Italian, Pizza",Dollar($),No,No,No,No,Dark Green,Excellent
Goldy's Breakfast Bistro,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise","Breakfast, Sandwich",Dollar($),No,No,No,No,Dark Green,Excellent
Chandlers Steakhouse,Boise,"981 W Grove St, Boise, ID 83702",Boise,"Boise, Boise","American, Seafood, Steak",Dollar($),No,No,No,No,Yellow,Good
Bar Gernika Basque Pub & Eatery,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise","European, Spanish",Dollar($),No,No,No,No,Green,Very Good
Barbacoa Restaurant,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,"Boise, Boise","Latin American, Steak",Dollar($),No,No,No,No,Green,Very Good
Big Jud's,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,"Boise, Boise","American, Burger, Sandwich",Dollar($),No,No,No,No,Green,Very Good
Bittercreek Ale House,Boise,"246 N 8th St, Boise, ID 83702",Boise,"Boise, Boise","American, Bar Food",Dollar($),No,No,No,No,Green,Very Good
Boise Fry Company,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise","American, Burger",Dollar($),No,No,No,No,Green,Very Good
Flying Pie Pizzaria,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",Pizza,Dollar($),No,No,No,No,Green,Very Good
Fork,Boise,"199 N 8th St, Boise, ID 83702",Boise,"Boise, Boise","American, Burger",Dollar($),No,No,No,No,Green,Very Good
Guido's Original New York Style Pizza,Boise,"235 N 5th St, Boise, ID 83702",Boise,"Boise, Boise",Pizza,Dollar($),No,No,No,No,Green,Very Good
Los Beto's,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,"Boise, Boise",Mexican,Dollar($),No,No,No,No,Green,Very Good
Lucianos Italian Restaurant,Boise,"11 N Orchard St, Boise, ID 83706",Boise,"Boise, Boise","Italian, Seafood, Vegetarian",Dollar($),No,No,No,No,Green,Very Good
Mai Thai Restaurant,Boise,"750 W Idaho St, Boise, ID 83702",Boise,"Boise, Boise","Sushi, Thai",Dollar($),No,No,No,No,Green,Very Good
Shige Japanese Cuisine,Boise,"100 N 8th St, Boise, ID 83702",Boise,"Boise, Boise","Japanese, Sushi, Teriyaki",Dollar($),No,No,No,No,Green,Very Good
The Egg Factory,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",Breakfast,Dollar($),No,No,No,No,Green,Very Good
Tucanos,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,"Boise, Boise",Brazilian,Dollar($),No,No,No,No,Green,Very Good
Texas Roadhouse,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,"Meridian, Boise","American, BBQ, Steak",Dollar($),No,No,No,No,Green,Very Good
Brick 29,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,"Nampa, Boise",American,Dollar($),No,No,No,No,Green,Very Good
Winifreds,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City","American, Mediterranean, Seafood",Dollar($),No,No,No,No,Yellow,Good
Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City","Italian, Pizza",Dollar($),No,No,No,No,Green,Very Good
El Super Burrito,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",Mexican,Dollar($),No,No,No,No,Green,Very Good
Granite City Food & Brewery,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City","American, Breakfast, Burger",Dollar($),No,No,No,No,Green,Very Good
Irish Democrat,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City","American, BBQ, Burger",Dollar($),No,No,No,No,Green,Very Good
Taste of India,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",Indian,Dollar($),No,No,No,No,Green,Very Good
Thai Moon Restaurant,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City","Chinese, Sushi, Thai",Dollar($),No,No,No,No,Green,Very Good
Ting's Red Lantern,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",Chinese,Dollar($),No,No,No,No,Green,Very Good
Monica's,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City","American, Italian, Pizza",Dollar($),No,No,No,No,Yellow,Good
Exotic India,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City",Indian,Dollar($),No,No,No,No,Green,Very Good
Shorts Burger and Shine,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",Burger,Dollar($),No,No,No,No,Dark Green,Excellent
The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City","American, Breakfast, Burger",Dollar($),No,No,No,No,Dark Green,Excellent
Bluebird Diner,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City","Breakfast, Diner",Dollar($),No,No,No,No,Yellow,Good
Graze,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City","American, International, Sushi",Dollar($),No,No,No,No,Yellow,Good
A & A Pagliai's Pizza,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",Pizza,Dollar($),No,No,No,No,Green,Very Good
Atlas World Grill,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",International,Dollar($),No,No,No,No,Green,Very Good
BlackStone,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City","American, Breakfast",Dollar($),No,No,No,No,Green,Very Good
Devotay,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City","Mediterranean, Tapas, Vegetarian",Dollar($),No,No,No,No,Green,Very Good
Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",BBQ,Dollar($),No,No,No,No,Green,Very Good
Zoeys Pizzeria,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,"Marion, Cedar Rapids/Iowa City","Pizza, Sandwich",Dollar($),No,No,No,No,Dark Green,Excellent
Tokyo Sushi,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Chatham-Kent, Chatham-Kent","Japanese, Sushi",Dollar($),No,No,No,No,Yellow,Good
Berry Patch Restaurant,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,"Clatskanie, Clatskanie","American, Breakfast, Desserts",Dollar($),No,No,No,No,Green,Very Good
Sakura Sushi & Grill,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Cochrane, Cochrane","Asian, Japanese",Dollar($),No,No,No,No,Orange,Average
Uptown Vietnam cuisine,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus","Asian, Vietnamese",Dollar($),No,No,No,No,Orange,Average
Cafe Le Rue @ The Landings,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,"Columbus, Columbus","American, Seafood, Cajun",Dollar($),No,No,No,No,Dark Green,Excellent
Mark's City Grille,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,"Columbus, Columbus",American,Dollar($),No,No,No,No,Dark Green,Excellent
B Merrell's,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus","Burger, Bar Food, Southern",Dollar($),No,No,No,No,Yellow,Good
Cannon Brewpub,Columbus,"1041 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus","Pizza, Bar Food",Dollar($),No,No,No,No,Yellow,Good
Fuji Japanese Steak House,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus","Japanese, Steak",Dollar($),No,No,No,No,Yellow,Good
Ruth Ann's Family Restaurant,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,"Columbus, Columbus","Breakfast, Diner, Southern",Dollar($),No,No,No,No,Yellow,Good
Samurai Japanese Cuisine & Sushi Bar,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus","Japanese, Steak, Sushi",Dollar($),No,No,No,No,Yellow,Good
Wasabi Sushi and Thai,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus","Japanese, Sushi, Thai",Dollar($),No,No,No,No,Yellow,Good
Buckhead Bar and Grill,Columbus,"5010 Armour Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus","Seafood, Steak, Vegetarian",Dollar($),No,No,No,No,Green,Very Good
Burt's Butcher Shoppe and Eatery,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,"Columbus, Columbus",Steak,Dollar($),No,No,No,No,Green,Very Good
Chef Lee's Peking Restaurant,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus",Chinese,Dollar($),No,No,No,No,Green,Very Good
Country's Barbecue,Columbus,"3137 Mercury Dr, Columbus, GA 31906",Columbus,"Columbus, Columbus","BBQ, Southern",Dollar($),No,No,No,No,Green,Very Good
Deorio's,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,"Columbus, Columbus","Italian, Pizza",Dollar($),No,No,No,No,Green,Very Good
Mellow Mushroom,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",Pizza,Dollar($),No,No,No,No,Green,Very Good
Meritage,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,"Columbus, Columbus","American, Tapas",Dollar($),No,No,No,No,Green,Very Good
Mongo The Mongolian Fire Pit,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus","Asian, Chinese",Dollar($),No,No,No,No,Green,Very Good
The Black Cow,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,"Columbus, Columbus",American,Dollar($),No,No,No,No,Green,Very Good
Wood Stone,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus","Italian, Mediterranean, Pizza",Dollar($),No,No,No,No,Green,Very Good
Hunter's Pub,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus","American, Seafood, Steak",Dollar($),No,No,No,No,Green,Very Good
Consort Restaurant,Consort,"4931 50th Street, Consort, AB T0C 1B0",Consort,"Consort, Consort","Chinese, Canadian",Dollar($),No,No,No,No,Orange,Average
Thatcher's Barbeque and Grill,Dalton,"1214 N Wall St, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton","American, BBQ, Southern",Dollar($),No,No,No,No,Yellow,Good
Christian and Jake's Bistro,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton","Desserts, Sandwich",Dollar($),No,No,No,No,Green,Very Good
Dub's High on the Hog,Dalton,"349 S Wall St, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton",BBQ,Dollar($),No,No,No,No,Green,Very Good
Sierra's Mexican Restaurant,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",Chatsworth,"Chatsworth, Dalton","Mexican, Tex-Mex",Dollar($),No,No,No,No,Yellow,Good
Oakwood Cafe,Dalton,"201 West Cuyler Street, Dalton, GA 30720",Dalton,"Dalton, Dalton","BBQ, Breakfast, Southern",Dollar($),No,No,No,No,Dark Green,Excellent
Chili's Grill & Bar,Dalton,"881 College Dr, Dalton, GA 30720",Dalton,"Dalton, Dalton",American,Dollar($),No,No,No,No,Yellow,Good
Fuji Japanese Steakhouse,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",Dalton,"Dalton, Dalton","Japanese, Sushi",Dollar($),No,No,No,No,Yellow,Good
Las Palmas,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",Dalton,"Dalton, Dalton",Mexican,Dollar($),No,No,No,No,Yellow,Good
Tony's Italian Restaurant & Pizza,Dalton,"933 Market St, Dalton, GA 30720",Dalton,"Dalton, Dalton",Italian,Dollar($),No,No,No,No,Yellow,Good
Filling Station,Dalton,"316 N Hamilton St, Dalton, GA 30720",Dalton,"Dalton, Dalton","American, Burger",Dollar($),No,No,No,No,Green,Very Good
Five Guys Burgers and Fries,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",Dalton,"Dalton, Dalton",Fast Food,Dollar($),No,No,No,No,Green,Very Good
Los Pablos,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,"Dalton, Dalton",Mexican,Dollar($),No,No,No,No,Green,Very Good
Kobe Hibachi & Sushi,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton","American, Japanese, Sushi",Dollar($),No,No,No,No,Dark Green,Excellent
Soho Hibachi,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",Japanese,Dollar($),No,No,No,No,Green,Very Good
Thai Garden,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",Thai,Dollar($),No,No,No,No,Green,Very Good
Southern Bliss Bakery,Dalton,"300 W Patton St., Lafayette, GA 30728",LaFayette,"LaFayette, Dalton","Desserts, Sandwich",Dollar($),No,No,No,No,Yellow,Good
Bailey's Bar-B-Que,Dalton,"5540 Highway 41, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton",BBQ,Dollar($),No,No,No,No,Green,Very Good
Farm To Fork,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton","American, Diner, Southern",Dollar($),No,No,No,No,Green,Very Good
Home Plate Grill,Dalton,"7807 Nashville St, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton","American, BBQ, Southern",Dollar($),No,No,No,No,Green,Very Good
Pie Slingers Pizzeria,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",Rock Spring,"Rock Spring, Dalton","Italian, Pizza",Dollar($),No,No,No,No,Green,Very Good
Olive Tree Cafe,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport","Indian, Mediterranean, Middle Eastern",Dollar($),No,No,No,No,Dark Green,Excellent
"Red Ginger Sushi, Grill & Bar",Davenport,"793 Middle Rd, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport","Sushi, Teriyaki",Dollar($),No,No,No,No,Dark Green,Excellent
Crust Stone Oven Pizza,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport","Burger, Pizza",Dollar($),No,No,No,No,Yellow,Good
Jimmy's Pancake House,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport","American, Breakfast, Greek",Dollar($),No,No,No,No,Green,Very Good
Trattoria Tiramisu,Davenport,"1804 State St, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",Italian,Dollar($),No,No,No,No,Green,Very Good
Prairie Grille at SteepleGate Inn,Davenport,"100 W 76th St, Davenport, IA 52806",Davenport,"Davenport, Davenport","American, Breakfast",Dollar($),No,No,No,No,Orange,Average
Tantra Asian Bistro,Davenport,"589 East 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",Asian,Dollar($),No,No,No,No,Dark Green,Excellent
Chick-fil-A,Davenport,"320 W Kimberly Rd, Davenport, IA 52806",Davenport,"Davenport, Davenport",Fast Food,Dollar($),No,No,No,No,Yellow,Good
Duck City Bistro,Davenport,"115 E 3rd St, Davenport, IA 52801",Davenport,"Davenport, Davenport","American, French",Dollar($),No,No,No,No,Yellow,Good
Frick's Tap,Davenport,"1402 W 3rd Street, IA 52802",Davenport,"Davenport, Davenport","American, Bar Food, BBQ",Dollar($),No,No,No,No,White,Not rated
Los Agaves,Davenport,"4882 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport",Mexican,Dollar($),No,No,No,No,White,Not rated
Azteca,Davenport,"4811 N Brady St Ste 3, Davenport, IA 52806",Davenport,"Davenport, Davenport",Mexican,Dollar($),No,No,No,No,Green,Very Good
China Cafe,Davenport,"3018 E 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",Chinese,Dollar($),No,No,No,No,Green,Very Good
Exotic Thai Restaurant,Davenport,"2303 E 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",Thai,Dollar($),No,No,No,No,Green,Very Good
Front Street Brewery,Davenport,"208 E River Dr, Davenport, IA 52801",Davenport,"Davenport, Davenport",American,Dollar($),No,No,No,No,Green,Very Good
Granite City Food & Brewery,Davenport,"5270 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport",American,Dollar($),No,No,No,No,Green,Very Good
Los Agaves,Davenport,"3852 N Brady St, Davenport, IA 52806",Davenport,"Davenport, Davenport",Mexican,Dollar($),No,No,No,No,Green,Very Good
Machine Shed Restaurant,Davenport,"7250 Northwest Blvd, Davenport, IA 52806",Davenport,"Davenport, Davenport",American,Dollar($),No,No,No,No,Green,Very Good
Osaka,Davenport,"4901 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport","Japanese, Sushi",Dollar($),No,No,No,No,Green,Very Good
Texas Roadhouse,Davenport,"4005 E 53rd Street, Davenport, IA 52807",Davenport,"Davenport, Davenport","American, BBQ, Steak",Dollar($),No,No,No,No,Green,Very Good
Hickory Park,Des Moines,"1404 S Duff Ave, Ames, IA 50010",Ames,"Ames, Des Moines","BBQ, Burger, Desserts",Dollar($),No,No,No,No,Dark Green,Excellent
The Cafe,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",Ames,"Ames, Des Moines","American, Coffee and Tea",Dollar($),No,No,No,No,Dark Green,Excellent
Flying Mango,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",Beaverdale,"Beaverdale, Des Moines","BBQ, Caribbean, Cajun",Dollar($),No,No,No,No,Dark Green,Excellent
Cool Basil,Des Moines,"8801 University Ave, Clive, IA 50325",Clive,"Clive, Des Moines","Asian, Sushi, Thai",Dollar($),No,No,No,No,Green,Very Good
HuHot Mongolian Grill,Des Moines,"4100 University Avenue, West Des Moines, IA 50266",Clive,"Clive, Des Moines","Asian, Chinese",Dollar($),No,No,No,No,Green,Very Good
Malo,Des Moines,"900 Mulberry Street, Des Moines, IA 50309",Downtown,"Downtown, Des Moines","Latin American, Mexican",Dollar($),No,No,No,No,Orange,Average
Centro,Des Moines,"1007 Locust St, Des Moines, IA 50309",Downtown,"Downtown, Des Moines","Italian, Pizza",Dollar($),No,No,No,No,Dark Green,Excellent
Fong's Pizza,Des Moines,"223 4th Street, Des Moines, IA 50309",Downtown,"Downtown, Des Moines","Chinese, Pizza",Dollar($),No,No,No,No,Dark Green,Excellent
A Dong Restaurant,Des Moines,"1511 High Street, Des Moines, IA 50309",Downtown,"Downtown, Des Moines","Asian, Vegetarian, Vietnamese, Bubble Tea",Dollar($),No,No,No,No,Green,Very Good
